accident_id,city,accident_severity,actual,prediction,residual
8392,Mumbai,fatal,0.65,0.4336,0.2164
8394,Chandigarh,fatal,0.3,0.1433,0.1567
8396,Pune,major,0.6,0.7259,-0.1259
8399,Kolkata,minor,0.25,0.2678,-0.0178
8404,Chandigarh,minor,0.6,0.6412,-0.0412
8407,Mumbai,major,0.45,0.4817,-0.0317
8408,Hyderabad,fatal,0.8,0.6134,0.1866
8414,Chandigarh,minor,0.45,0.4727,-0.0227
8419,Kolkata,major,0.25,0.3029,-0.0529
8421,Kolkata,major,0.45,0.5009,-0.0509
8425,Hyderabad,fatal,0.75,0.5496,0.2004
8437,Mumbai,minor,0.6,0.6751,-0.0751
8441,Bangalore,minor,0.1,0.1314,-0.0314
8442,Delhi,minor,0.45,0.4728,-0.0228
8447,Chennai,minor,0.45,0.5074,-0.0574
8450,Pune,minor,0.45,0.4781,-0.0281
8452,Kolkata,minor,0.65,0.6599,-0.0099
8454,Delhi,minor,0.45,0.4846,-0.0346
8457,Mumbai,major,0.6,0.6615,-0.0615
8464,Mumbai,minor,0.65,0.6878,-0.0378
8465,Kolkata,minor,0.1,0.1432,-0.0432
8467,Bangalore,minor,0.1,0.1389,-0.0389
8475,Mumbai,major,0.45,0.4576,-0.0076
8478,Kolkata,minor,0.45,0.5236,-0.0736
8485,Mumbai,minor,0.45,0.4737,-0.0237
8486,Bangalore,major,0.45,0.4651,-0.0151
8488,Bangalore,major,0.8,0.8795,-0.0795
8489,Bangalore,minor,0.45,0.4433,0.0067
8490,Pune,minor,0.25,0.2706,-0.0206
8494,Mumbai,minor,0.8,0.7915,0.0085
8496,Chennai,minor,0.45,0.5167,-0.0667
8498,Pune,major,0.45,0.472,-0.022
8519,Bangalore,major,0.45,0.4466,0.0034
8524,Hyderabad,minor,0.1,0.1191,-0.0191
8526,Pune,minor,0.3,0.3416,-0.0416
8535,Chennai,minor,0.1,0.1677,-0.0677
8538,Mumbai,major,0.3,0.3127,-0.0127
8551,Bangalore,fatal,0.65,0.4425,0.2075
8574,Chennai,fatal,0.45,0.3057,0.1443
8576,Kolkata,minor,0.1,0.1183,-0.0183
8580,Pune,major,0.45,0.4625,-0.0125
8593,Chandigarh,major,0.8,0.8015,-0.0015
8597,Kolkata,major,0.45,0.5,-0.05
8605,Pune,minor,0.3,0.3443,-0.0443
8606,Hyderabad,minor,0.25,0.3351,-0.0851
8610,Hyderabad,fatal,0.65,0.4708,0.1792
8621,Bangalore,major,0.3,0.3629,-0.0629
8623,Delhi,fatal,0.45,0.2445,0.2055
8628,Pune,minor,0.6,0.5761,0.0239
8631,Hyderabad,major,0.45,0.4429,0.0071
8633,Bangalore,fatal,0.65,0.4863,0.1637
8635,Mumbai,minor,0.8,0.7882,0.0118
8641,Kolkata,fatal,0.65,0.576,0.074
8647,Bangalore,major,0.4,0.3949,0.0051
8654,Delhi,major,0.1,0.1573,-0.0573
8662,Mumbai,minor,0.6,0.6334,-0.0334
8663,Chennai,minor,0.4,0.3753,0.0247
8667,Kolkata,minor,0.1,0.2133,-0.1133
8670,Pune,major,0.1,0.1504,-0.0504
8671,Hyderabad,minor,0.1,0.0729,0.0271
8672,Hyderabad,fatal,0.65,0.4645,0.1855
8675,Bangalore,minor,0.3,0.3068,-0.0068
8677,Chennai,major,0.6,0.6918,-0.0918
8682,Delhi,minor,0.45,0.5011,-0.0511
8683,Pune,minor,0.45,0.5064,-0.0564
8689,Delhi,minor,0.1,0.1402,-0.0402
8690,Chandigarh,fatal,0.65,0.4338,0.2162
8703,Kolkata,major,0.45,0.4543,-0.0043
8706,Kolkata,minor,0.6,0.6082,-0.0082
8711,Pune,minor,0.65,0.689,-0.039
8714,Mumbai,major,0.3,0.3337,-0.0337
8717,Chandigarh,minor,0.25,0.2765,-0.0265
8738,Hyderabad,minor,0.45,0.4874,-0.0374
8744,Pune,minor,0.25,0.322,-0.072
8755,Chennai,minor,0.45,0.4603,-0.0103
8756,Bangalore,major,0.45,0.4605,-0.0105
8770,Chennai,minor,0.25,0.2321,0.0179
8771,Kolkata,minor,0.1,0.1207,-0.0207
8773,Mumbai,major,0.45,0.462,-0.012
8778,Chandigarh,fatal,0.65,0.4289,0.2211
8780,Mumbai,fatal,1.0,0.8284,0.1716
8782,Kolkata,minor,0.1,0.1172,-0.0172
8784,Chandigarh,major,0.6,0.6539,-0.0539
8789,Chandigarh,minor,0.45,0.4763,-0.0263
8795,Bangalore,minor,0.25,0.2754,-0.0254
8797,Bangalore,minor,0.8,0.8106,-0.0106
8807,Hyderabad,minor,0.1,0.1198,-0.0198
8814,Chennai,minor,0.45,0.4664,-0.0164
8823,Chandigarh,fatal,0.45,0.2464,0.2036
8826,Kolkata,minor,0.4,0.4498,-0.0498
8843,Chennai,major,0.3,0.2911,0.0089
8865,Chennai,minor,0.3,0.3066,-0.0066
8868,Hyderabad,minor,0.1,0.1429,-0.0429
8871,Mumbai,minor,0.65,0.6667,-0.0167
8880,Hyderabad,minor,0.1,0.0984,0.0016
8887,Chandigarh,minor,0.45,0.4572,-0.0072
8894,Chennai,minor,0.6,0.6487,-0.0487
8895,Chandigarh,major,0.45,0.4622,-0.0122
8896,Mumbai,minor,0.3,0.3262,-0.0262
8903,Hyderabad,minor,0.65,0.6441,0.0059
8908,Delhi,minor,0.1,0.1252,-0.0252
8909,Chennai,minor,0.45,0.4531,-0.0031
8912,Bangalore,fatal,0.65,0.4553,0.1947
8917,Mumbai,minor,0.45,0.4315,0.0185
8925,Bangalore,minor,0.25,0.3163,-0.0663
8928,Kolkata,major,0.1,0.1151,-0.0151
8939,Hyderabad,minor,0.45,0.4631,-0.0131
8944,Chennai,major,0.1,0.1156,-0.0156
8945,Pune,fatal,0.45,0.3046,0.1454
8946,Hyderabad,minor,0.8,0.7851,0.0149
8947,Chennai,minor,0.8,0.8383,-0.0383
8957,Pune,minor,0.3,0.3288,-0.0288
8970,Hyderabad,major,0.45,0.4742,-0.0242
8986,Bangalore,minor,0.1,0.1283,-0.0283
8990,Delhi,fatal,0.5,0.3406,0.1594
8991,Mumbai,major,0.45,0.6307,-0.1807
9000,Mumbai,minor,0.25,0.2565,-0.0065
9008,Hyderabad,minor,0.45,0.5168,-0.0668
9017,Delhi,minor,0.1,0.1241,-0.0241
9023,Pune,minor,0.1,0.117,-0.017
9029,Mumbai,minor,0.45,0.484,-0.034
9039,Chandigarh,major,0.6,0.6211,-0.0211
9041,Chandigarh,minor,0.25,0.2774,-0.0274
9045,Chennai,fatal,0.65,0.4672,0.1828
9046,Chandigarh,minor,0.3,0.3073,-0.0073
9048,Delhi,minor,0.1,0.1219,-0.0219
9049,Bangalore,minor,0.45,0.4589,-0.0089
9056,Bangalore,major,0.25,0.3058,-0.0558
9058,Pune,major,0.65,0.7284,-0.0784
9064,Chandigarh,minor,0.1,0.1469,-0.0469
9065,Hyderabad,major,0.6,0.6647,-0.0647
9066,Chandigarh,minor,0.1,0.1652,-0.0652
9074,Chandigarh,minor,0.45,0.4706,-0.0206
9076,Pune,major,0.1,0.1418,-0.0418
9077,Mumbai,major,0.65,0.6536,-0.0036
9092,Mumbai,fatal,0.65,0.4637,0.1863
9112,Delhi,minor,0.45,0.4567,-0.0067
9113,Chandigarh,minor,0.1,0.1331,-0.0331
9121,Kolkata,major,0.1,0.1413,-0.0413
9133,Bangalore,fatal,0.45,0.3195,0.1305
9135,Hyderabad,major,0.45,0.4181,0.0319
9136,Hyderabad,fatal,0.65,0.492,0.158
9138,Pune,major,0.65,0.6805,-0.0305
9139,Chennai,minor,0.65,0.6785,-0.0285
9146,Chennai,major,0.4,0.4363,-0.0363
9149,Pune,major,0.25,0.279,-0.029
9152,Delhi,minor,0.45,0.4795,-0.0295
9158,Pune,minor,0.65,0.7615,-0.1115
9165,Mumbai,major,0.1,0.1247,-0.0247
9170,Chennai,major,0.1,0.1517,-0.0517
9176,Pune,minor,0.45,0.4634,-0.0134
9182,Delhi,minor,0.45,0.4983,-0.0483
9188,Chennai,minor,0.25,0.274,-0.024
9189,Kolkata,major,0.45,0.4555,-0.0055
9194,Pune,major,0.45,0.5236,-0.0736
9199,Hyderabad,minor,0.8,0.8683,-0.0683
9203,Mumbai,minor,0.25,0.3186,-0.0686
9208,Kolkata,major,0.1,0.1315,-0.0315
9217,Chennai,fatal,0.85,0.7052,0.1448
9218,Chandigarh,minor,0.65,0.6702,-0.0202
9219,Delhi,minor,0.45,0.4933,-0.0433
9223,Chandigarh,minor,0.1,0.1192,-0.0192
9227,Hyderabad,minor,0.45,0.4776,-0.0276
9228,Bangalore,minor,0.8,0.8272,-0.0272
9229,Mumbai,minor,0.25,0.2549,-0.0049
9230,Chandigarh,fatal,0.65,0.4703,0.1797
9231,Mumbai,major,0.8,0.8059,-0.0059
9235,Hyderabad,minor,0.45,0.4926,-0.0426
9249,Chennai,minor,0.25,0.3333,-0.0833
9251,Hyderabad,major,0.1,0.1024,-0.0024
9255,Delhi,major,0.25,0.2173,0.0327
9257,Pune,minor,0.45,0.4541,-0.0041
9261,Mumbai,major,0.6,0.6948,-0.0948
9263,Pune,minor,0.1,0.2078,-0.1078
9274,Chennai,major,0.45,0.5218,-0.0718
9277,Bangalore,minor,0.45,0.5021,-0.0521
9280,Mumbai,minor,0.25,0.31,-0.06
9282,Hyderabad,major,0.65,0.6985,-0.0485
9283,Kolkata,minor,0.3,0.3413,-0.0413
9285,Chennai,minor,0.45,0.4758,-0.0258
9288,Bangalore,major,0.8,0.8477,-0.0477
9300,Mumbai,major,0.65,0.6704,-0.0204
9305,Bangalore,minor,0.3,0.3608,-0.0608
9306,Kolkata,minor,0.45,0.4829,-0.0329
9311,Hyderabad,minor,0.1,0.1284,-0.0284
9318,Hyderabad,minor,0.45,0.4384,0.0116
9320,Bangalore,minor,0.45,0.5339,-0.0839
9322,Chandigarh,major,0.3,0.3201,-0.0201
9332,Mumbai,minor,0.45,0.4868,-0.0368
9339,Bangalore,major,0.45,0.5048,-0.0548
9355,Bangalore,major,0.55,0.661,-0.111
9358,Chennai,fatal,0.65,0.531,0.119
9362,Chennai,minor,0.1,0.0966,0.0034
9363,Hyderabad,major,0.1,0.1451,-0.0451
9366,Pune,minor,0.25,0.315,-0.065
9371,Chandigarh,fatal,1.0,0.814,0.186
9375,Pune,minor,0.65,0.6945,-0.0445
9377,Mumbai,minor,0.6,0.8057,-0.2057
9380,Delhi,minor,0.45,0.4266,0.0234
9381,Kolkata,minor,0.8,0.8454,-0.0454
9383,Pune,fatal,0.65,0.4843,0.1657
9392,Pune,minor,0.45,0.5105,-0.0605
9395,Pune,major,0.3,0.4177,-0.1177
9401,Pune,minor,0.1,0.1177,-0.0177
9405,Hyderabad,minor,0.25,0.2335,0.0165
9407,Hyderabad,minor,0.45,0.4344,0.0156
9408,Hyderabad,major,0.6,0.6525,-0.0525
9410,Bangalore,major,0.25,0.2895,-0.0395
9411,Chennai,minor,0.45,0.464,-0.014
9413,Hyderabad,minor,0.8,0.7649,0.0351
9415,Hyderabad,major,0.45,0.518,-0.068
9422,Chandigarh,major,0.45,0.4729,-0.0229
9424,Kolkata,minor,0.45,0.503,-0.053
9425,Chandigarh,minor,0.8,0.8039,-0.0039
9429,Chandigarh,minor,0.6,0.6266,-0.0266
9446,Bangalore,major,0.8,0.8428,-0.0428
9450,Pune,minor,0.45,0.4578,-0.0078
9477,Mumbai,major,0.1,0.1285,-0.0285
9481,Delhi,fatal,0.45,0.2388,0.2112
9485,Pune,fatal,0.85,0.7402,0.1098
9487,Chandigarh,minor,0.45,0.5035,-0.0535
9492,Mumbai,minor,0.65,0.6791,-0.0291
9494,Bangalore,fatal,0.65,0.4606,0.1894
9495,Delhi,fatal,0.65,0.472,0.178
9499,Mumbai,minor,0.4,0.4453,-0.0453
9502,Kolkata,major,0.45,0.4712,-0.0212
9505,Pune,minor,0.25,0.2392,0.0108
9521,Chandigarh,major,0.45,0.4755,-0.0255
9529,Mumbai,minor,0.4,0.5305,-0.1305
9533,Mumbai,major,0.45,0.4489,0.0011
9534,Chandigarh,minor,0.6,0.6598,-0.0598
9536,Kolkata,minor,0.8,0.8296,-0.0296
9537,Mumbai,major,0.8,0.8314,-0.0314
9546,Pune,minor,0.65,0.7156,-0.0656
9577,Delhi,minor,0.65,0.6609,-0.0109
9581,Hyderabad,minor,0.45,0.4563,-0.0063
9582,Delhi,major,0.25,0.2768,-0.0268
9592,Bangalore,fatal,0.45,0.2606,0.1894
9629,Hyderabad,major,0.25,0.3359,-0.0859
9636,Mumbai,minor,0.1,0.1218,-0.0218
9638,Hyderabad,major,0.45,0.4671,-0.0171
9646,Mumbai,minor,0.45,0.4879,-0.0379
9648,Delhi,minor,0.65,0.6908,-0.0408
9651,Chandigarh,major,0.45,0.4987,-0.0487
9653,Pune,minor,0.45,0.5542,-0.1042
9658,Delhi,major,0.1,0.1297,-0.0297
9660,Chennai,minor,0.8,0.8051,-0.0051
9662,Pune,minor,0.3,0.3243,-0.0243
9663,Kolkata,major,0.45,0.4701,-0.0201
9665,Kolkata,fatal,0.3,0.1592,0.1408
9672,Chandigarh,fatal,0.65,0.4978,0.1522
9674,Kolkata,minor,0.3,0.3413,-0.0413
9680,Pune,minor,0.25,0.3287,-0.0787
9683,Kolkata,minor,0.65,0.6704,-0.0204
9691,Pune,minor,0.45,0.4603,-0.0103
9698,Chandigarh,minor,0.45,0.4698,-0.0198
9701,Bangalore,minor,0.6,0.6056,-0.0056
9705,Chennai,major,0.45,0.4948,-0.0448
9713,Bangalore,minor,0.45,0.49,-0.04
9715,Bangalore,major,0.1,0.1668,-0.0668
9717,Hyderabad,major,0.45,0.4822,-0.0322
9718,Chandigarh,fatal,0.3,0.1229,0.1771
9721,Pune,minor,0.45,0.4464,0.0036
9722,Kolkata,minor,0.65,0.6805,-0.0305
9731,Chennai,minor,0.8,0.8457,-0.0457
9734,Mumbai,minor,0.45,0.4724,-0.0224
9739,Mumbai,minor,0.1,0.1224,-0.0224
9746,Kolkata,minor,0.45,0.42,0.03
9766,Mumbai,minor,0.65,0.6682,-0.0182
9767,Kolkata,major,0.8,0.7976,0.0024
9771,Pune,fatal,0.3,0.1442,0.1558
9781,Delhi,major,0.1,0.1099,-0.0099
9795,Delhi,minor,0.65,0.6859,-0.0359
9796,Bangalore,minor,0.8,0.8312,-0.0312
9814,Bangalore,minor,0.8,0.8263,-0.0263
9818,Chandigarh,minor,0.8,0.8269,-0.0269
9819,Bangalore,minor,0.65,0.6901,-0.0401
9822,Hyderabad,minor,0.6,0.5673,0.0327
9824,Mumbai,minor,0.45,0.4724,-0.0224
9830,Hyderabad,minor,0.45,0.4923,-0.0423
9833,Bangalore,minor,0.1,0.17,-0.07
9835,Pune,major,0.25,0.2922,-0.0422
9836,Delhi,major,0.45,0.4811,-0.0311
9850,Bangalore,major,0.4,0.3935,0.0065
9851,Mumbai,fatal,0.45,0.2471,0.2029
9854,Kolkata,major,0.65,0.6546,-0.0046
9859,Pune,minor,0.45,0.5407,-0.0907
9861,Mumbai,minor,0.6,0.627,-0.027
9869,Hyderabad,major,0.45,0.4629,-0.0129
9873,Bangalore,minor,0.1,0.1422,-0.0422
9879,Pune,minor,0.8,0.7729,0.0271
9882,Delhi,fatal,0.3,0.1131,0.1869
9888,Bangalore,minor,0.1,0.1945,-0.0945
9901,Hyderabad,major,0.1,0.122,-0.022
9909,Bangalore,minor,0.45,0.4599,-0.0099
9914,Chandigarh,major,0.45,0.4725,-0.0225
9918,Mumbai,major,0.45,0.4784,-0.0284
9927,Bangalore,major,0.45,0.527,-0.077
9928,Chennai,minor,0.45,0.5184,-0.0684
9935,Mumbai,major,0.25,0.3264,-0.0764
9941,Bangalore,minor,0.65,0.6959,-0.0459
9948,Bangalore,minor,0.65,0.6997,-0.0497
9950,Delhi,fatal,0.85,0.6862,0.1638
9951,Kolkata,major,0.1,0.13,-0.03
9953,Pune,minor,0.8,0.8022,-0.0022
9956,Mumbai,minor,0.45,0.5043,-0.0543
9972,Chandigarh,minor,0.4,0.477,-0.077
9975,Chennai,major,0.45,0.4405,0.0095
9978,Chandigarh,minor,0.45,0.4939,-0.0439
9980,Bangalore,minor,0.8,0.749,0.051
9984,Chandigarh,minor,0.65,0.6577,-0.0077
9996,Chandigarh,minor,0.6,0.6049,-0.0049
10000,Hyderabad,major,0.8,0.8415,-0.0415
10001,Chandigarh,minor,0.45,0.4569,-0.0069
10009,Delhi,fatal,0.5,0.3686,0.1314
10015,Bangalore,minor,0.3,0.3572,-0.0572
10028,Chennai,major,0.1,0.1109,-0.0109
10030,Delhi,minor,0.65,0.6829,-0.0329
10033,Mumbai,minor,0.45,0.4407,0.0093
10040,Chennai,minor,0.1,0.1165,-0.0165
10044,Hyderabad,major,0.1,0.1476,-0.0476
10046,Delhi,major,0.1,0.1682,-0.0682
10048,Bangalore,minor,0.25,0.2817,-0.0317
10052,Pune,fatal,0.65,0.4668,0.1832
10056,Chandigarh,minor,0.1,0.0977,0.0023
10063,Pune,minor,0.65,0.6971,-0.0471
10064,Delhi,minor,0.45,0.4509,-0.0009
10067,Mumbai,minor,0.8,0.8597,-0.0597
10070,Bangalore,fatal,0.3,0.1454,0.1546
10074,Mumbai,major,0.25,0.2908,-0.0408
10078,Chennai,major,0.45,0.4585,-0.0085
10079,Hyderabad,major,0.8,0.8284,-0.0284
10083,Delhi,fatal,0.8,0.803,-0.003
10084,Delhi,minor,0.25,0.2957,-0.0457
10088,Hyderabad,major,0.45,0.4767,-0.0267
10094,Delhi,minor,0.45,0.5224,-0.0724
10122,Bangalore,minor,0.45,0.4721,-0.0221
10132,Kolkata,major,0.45,0.5076,-0.0576
10133,Bangalore,minor,0.45,0.4729,-0.0229
10137,Bangalore,fatal,0.65,0.4805,0.1695
10138,Pune,minor,0.3,0.3806,-0.0806
10141,Chennai,minor,0.45,0.4613,-0.0113
10148,Kolkata,minor,0.8,0.8354,-0.0354
10154,Chennai,minor,0.3,0.379,-0.079
10161,Mumbai,minor,0.8,0.8387,-0.0387
10162,Bangalore,major,0.8,0.7778,0.0222
10165,Hyderabad,minor,0.45,0.5021,-0.0521
10173,Hyderabad,minor,0.25,0.2401,0.0099
10174,Chennai,major,0.25,0.2272,0.0228
10176,Chennai,minor,0.1,0.1018,-0.0018
10178,Hyderabad,major,0.1,0.1252,-0.0252
10183,Delhi,major,0.65,0.6503,-0.0003
10187,Chandigarh,fatal,0.45,0.2416,0.2084
10188,Bangalore,minor,0.8,0.7967,0.0033
10206,Pune,major,0.8,0.8219,-0.0219
10207,Bangalore,major,0.8,0.7957,0.0043
10212,Bangalore,major,0.3,0.3056,-0.0056
10227,Chandigarh,fatal,0.65,0.5036,0.1464
10235,Bangalore,minor,0.1,0.1769,-0.0769
10237,Hyderabad,minor,0.1,0.0876,0.0124
10247,Hyderabad,major,0.45,0.4785,-0.0285
10250,Kolkata,minor,0.25,0.3116,-0.0616
10254,Mumbai,minor,0.45,0.4602,-0.0102
10256,Chandigarh,minor,0.8,0.8129,-0.0129
10261,Chennai,major,0.3,0.3242,-0.0242
10265,Kolkata,major,0.45,0.4776,-0.0276
10273,Bangalore,major,0.3,0.3433,-0.0433
10278,Bangalore,minor,0.1,0.2209,-0.1209
10281,Delhi,major,0.6,0.659,-0.059
10290,Pune,minor,0.3,0.3346,-0.0346
10296,Bangalore,major,0.3,0.3085,-0.0085
10299,Hyderabad,minor,0.45,0.4984,-0.0484
10300,Kolkata,major,0.45,0.4806,-0.0306
10301,Kolkata,minor,0.65,0.6824,-0.0324
10308,Chandigarh,major,0.3,0.3409,-0.0409
10316,Kolkata,minor,0.8,0.7752,0.0248
10319,Delhi,minor,0.45,0.4886,-0.0386
10324,Hyderabad,major,0.3,0.3943,-0.0943
10331,Pune,minor,0.65,0.7096,-0.0596
10334,Bangalore,fatal,0.4,0.2421,0.1579
10337,Bangalore,fatal,0.8,0.6055,0.1945
10339,Kolkata,major,0.45,0.4366,0.0134
10344,Delhi,minor,0.45,0.4359,0.0141
10350,Hyderabad,minor,0.45,0.5074,-0.0574
10354,Pune,minor,0.1,0.0956,0.0044
10361,Chandigarh,fatal,0.8,0.6343,0.1657
10366,Mumbai,major,0.6,0.6564,-0.0564
10370,Delhi,minor,0.1,0.1229,-0.0229
10374,Chennai,minor,0.1,0.1306,-0.0306
10376,Kolkata,major,0.65,0.7072,-0.0572
10379,Mumbai,minor,0.8,0.794,0.006
10380,Chennai,major,0.65,0.6761,-0.0261
10381,Pune,minor,0.3,0.3794,-0.0794
10382,Pune,fatal,0.3,0.2234,0.0766
10384,Chennai,fatal,0.65,0.4737,0.1763
10385,Delhi,fatal,0.65,0.4615,0.1885
10390,Chennai,minor,0.45,0.5584,-0.1084
10398,Delhi,minor,0.25,0.3158,-0.0658
10404,Chandigarh,major,0.45,0.516,-0.066
10420,Chennai,major,0.1,0.1188,-0.0188
10442,Hyderabad,major,0.25,0.2809,-0.0309
10450,Chennai,minor,0.6,0.6339,-0.0339
10454,Delhi,major,0.45,0.5114,-0.0614
10458,Bangalore,major,0.65,0.6502,-0.0002
10467,Hyderabad,fatal,0.65,0.4614,0.1886
10468,Chennai,minor,0.4,0.4654,-0.0654
10469,Chennai,fatal,1.0,0.8182,0.1818
10470,Pune,major,0.8,0.8348,-0.0348
10475,Hyderabad,minor,0.1,0.1178,-0.0178
10479,Chennai,minor,0.1,0.153,-0.053
10484,Chandigarh,fatal,0.8,0.6554,0.1446
10488,Delhi,major,0.3,0.3335,-0.0335
10497,Chandigarh,minor,0.25,0.2835,-0.0335
10498,Chandigarh,major,0.25,0.3037,-0.0537
10508,Chandigarh,major,0.45,0.4833,-0.0333
10510,Hyderabad,major,0.1,0.1227,-0.0227
10511,Chennai,minor,0.1,0.1623,-0.0623
10513,Mumbai,fatal,0.65,0.4965,0.1535
10515,Bangalore,minor,0.8,0.8071,-0.0071
10517,Mumbai,major,0.45,0.5166,-0.0666
10525,Mumbai,minor,0.45,0.4372,0.0128
10530,Kolkata,minor,0.45,0.4743,-0.0243
10532,Pune,major,0.6,0.6645,-0.0645
10534,Chandigarh,minor,0.45,0.4665,-0.0165
10541,Kolkata,minor,0.25,0.2568,-0.0068
10544,Hyderabad,minor,0.6,0.6335,-0.0335
10556,Kolkata,minor,0.45,0.5031,-0.0531
10559,Kolkata,minor,0.6,0.5706,0.0294
10563,Hyderabad,major,0.25,0.3299,-0.0799
10566,Kolkata,minor,0.45,0.4567,-0.0067
10569,Chennai,minor,0.1,0.1451,-0.0451
10570,Chandigarh,minor,0.6,0.6551,-0.0551
10571,Mumbai,minor,0.1,0.116,-0.016
10578,Kolkata,minor,0.45,0.5601,-0.1101
10579,Pune,minor,0.1,0.1191,-0.0191
10581,Kolkata,major,0.45,0.5435,-0.0935
10590,Bangalore,fatal,0.45,0.25,0.2
10593,Hyderabad,major,0.45,0.4693,-0.0193
10594,Chennai,fatal,0.5,0.3338,0.1662
10598,Chandigarh,fatal,0.65,0.5518,0.0982
10605,Kolkata,minor,0.45,0.4515,-0.0015
10607,Chennai,minor,0.1,0.1266,-0.0266
10614,Chennai,minor,0.2,0.2314,-0.0314
10615,Chennai,major,0.25,0.3212,-0.0712
10624,Bangalore,minor,0.6,0.6279,-0.0279
10631,Mumbai,major,0.25,0.361,-0.111
10632,Kolkata,minor,0.1,0.1578,-0.0578
10640,Mumbai,minor,0.6,0.6138,-0.0138
10651,Hyderabad,minor,0.45,0.4674,-0.0174
10653,Hyderabad,fatal,0.45,0.3218,0.1282
10663,Kolkata,minor,0.3,0.3959,-0.0959
10668,Chandigarh,major,0.25,0.2884,-0.0384
10673,Chandigarh,major,0.1,0.1,0.0
10691,Bangalore,minor,0.65,0.6499,0.0001
10692,Chennai,minor,0.4,0.4699,-0.0699
10721,Chandigarh,major,0.6,0.633,-0.033
10726,Mumbai,minor,0.45,0.4474,0.0026
10728,Chandigarh,major,0.1,0.0986,0.0014
10739,Pune,major,0.25,0.2226,0.0274
10741,Kolkata,minor,0.3,0.3353,-0.0353
10743,Bangalore,minor,0.45,0.4936,-0.0436
10744,Delhi,minor,0.45,0.4537,-0.0037
10748,Mumbai,minor,0.25,0.2853,-0.0353
10752,Chandigarh,minor,0.45,0.4768,-0.0268
10758,Kolkata,major,0.8,0.8094,-0.0094
10759,Bangalore,minor,0.45,0.457,-0.007
10761,Mumbai,minor,0.1,0.1662,-0.0662
10764,Chandigarh,fatal,0.65,0.5451,0.1049
10766,Delhi,minor,0.8,0.7727,0.0273
10767,Hyderabad,major,0.65,0.636,0.014
10773,Mumbai,minor,0.65,0.7239,-0.0739
10778,Pune,minor,0.35,0.2693,0.0807
10781,Hyderabad,minor,0.3,0.3237,-0.0237
10783,Chennai,major,0.65,0.7307,-0.0807
10784,Delhi,major,0.65,0.7452,-0.0952
10787,Mumbai,minor,0.65,0.6885,-0.0385
10791,Pune,minor,0.25,0.3009,-0.0509
10793,Chandigarh,fatal,1.0,0.8355,0.1645
10795,Chandigarh,major,0.45,0.473,-0.023
10796,Bangalore,major,0.45,0.4315,0.0185
10801,Bangalore,major,0.45,0.5295,-0.0795
10802,Kolkata,major,0.45,0.4274,0.0226
10806,Hyderabad,fatal,0.3,0.17,0.13
10808,Kolkata,fatal,0.3,0.1386,0.1614
10816,Pune,fatal,0.3,0.1134,0.1866
10819,Hyderabad,minor,0.25,0.2829,-0.0329
10824,Chennai,minor,0.1,0.0888,0.0112
10825,Bangalore,major,0.1,0.1483,-0.0483
10843,Hyderabad,minor,0.3,0.38,-0.08
10851,Kolkata,major,0.8,0.858,-0.058
10853,Chandigarh,fatal,1.0,0.8169,0.1831
10854,Hyderabad,minor,0.25,0.3055,-0.0555
10859,Hyderabad,minor,0.45,0.4514,-0.0014
10866,Hyderabad,major,0.1,0.2138,-0.1138
10870,Pune,major,0.1,0.1122,-0.0122
10875,Delhi,major,0.25,0.2455,0.0045
10879,Chennai,major,0.65,0.7092,-0.0592
10881,Mumbai,minor,0.45,0.4302,0.0198
10882,Mumbai,major,0.8,0.8491,-0.0491
10884,Hyderabad,minor,0.45,0.5139,-0.0639
10885,Kolkata,major,0.8,0.8331,-0.0331
10886,Chennai,minor,0.45,0.4595,-0.0095
10887,Chandigarh,minor,0.45,0.4904,-0.0404
10899,Delhi,major,0.65,0.7006,-0.0506
10902,Hyderabad,minor,0.45,0.447,0.003
10903,Pune,minor,0.45,0.5455,-0.0955
10912,Chandigarh,major,0.3,0.2733,0.0267
10914,Delhi,minor,0.45,0.5152,-0.0652
10915,Chennai,minor,0.1,0.134,-0.034
10919,Kolkata,fatal,0.65,0.4769,0.1731
10921,Mumbai,fatal,0.8,0.6318,0.1682
10926,Kolkata,minor,0.45,0.4178,0.0322
10948,Chennai,major,0.45,0.5003,-0.0503
10949,Delhi,fatal,0.45,0.2831,0.1669
10951,Pune,major,0.6,0.7162,-0.1162
10955,Pune,minor,0.3,0.3602,-0.0602
10960,Chennai,minor,0.1,0.1005,-0.0005
10962,Delhi,minor,0.45,0.5095,-0.0595
10968,Hyderabad,minor,0.65,0.6403,0.0097
10976,Chennai,minor,0.45,0.4795,-0.0295
10977,Hyderabad,minor,0.6,0.6051,-0.0051
10978,Bangalore,minor,0.45,0.5079,-0.0579
10983,Bangalore,minor,0.25,0.3218,-0.0718
10993,Kolkata,minor,0.45,0.4696,-0.0196
10996,Pune,minor,0.65,0.6645,-0.0145
11003,Chennai,minor,0.1,0.1367,-0.0367
11011,Chennai,minor,0.1,0.0875,0.0125
11023,Kolkata,major,0.1,0.1189,-0.0189
11033,Pune,minor,0.45,0.4692,-0.0192
11037,Bangalore,major,0.45,0.5495,-0.0995
11038,Hyderabad,major,0.65,0.6987,-0.0487
11040,Kolkata,major,0.1,0.1555,-0.0555
11054,Pune,fatal,0.85,0.6768,0.1732
